frame,time_sec,id,role,status,danger
10798,360.29,14,darkmechanic,IDLE,0
10799,360.32,14,darkmechanic,IDLE,0
10800,360.35,14,darkmechanic,IDLE,0
10801,360.39,14,darkmechanic,IDLE,0
10802,360.42,14,darkmechanic,IDLE,0
10803,360.45,14,darkmechanic,IDLE,0
10804,360.49,14,darkmechanic,IDLE,0
10805,360.52,14,darkmechanic,IDLE,0
10806,360.55,14,darkmechanic,IDLE,0
10807,360.59,14,darkmechanic,IDLE,0
10808,360.62,14,darkmechanic,IDLE,0
10809,360.65,14,darkmechanic,IDLE,0
10810,360.69,14,darkmechanic,IDLE,0
10811,360.72,14,darkmechanic,IDLE,0
10812,360.75,14,darkmechanic,IDLE,0
10813,360.79,14,darkmechanic,IDLE,0
10814,360.82,14,darkmechanic,IDLE,0
